order_id,order_date,customer_id,product_category,price,quantity,order_value,payment_method,city,state,customer_age
58,2024-02-26,2086,Home,188,55,10361,credit_card,Houston,TX,66.0
59,2024-09-29,1484,Grocery,99,0,1683,debit_card,Seattle,WA,47.0
60,2024-09-06,1998,Fashion,676,0,10140,credit_card,Miami,FL,53.0
61,2024-12-03,1218,Sports,1262,10,12289,paypal,Denver,CO,58.0
62,2024-09-29,2287,Sports,331,0,5296,credit_card,San Francisco,CA,
63,2024-05-14,2516,Beauty,248,48,11979,credit_card,Los Angeles,CA,77.0
64,2024-12-20,2900,Electronics,1698,0,22074,paypal,Denver,CO,46.0
65,2024-05-30,1651,Sports,2106,5,11155,debit_card,Phoenix,AZ,66.0
66,2024-04-29,1570,Beauty,75,200,14975,paypal,Phoenix,AZ,75.0
67,2024-11-27,2097,Sports,295,0,295,credit_card,New York,NY,42.0
68,2024-05-15,2385,Home,5181,0,20724,debit_card,Miami,FL,32.0
69,2024-01-28,2984,Electronics,1178,9,10679,credit_card,San Francisco,CA,79.0
70,2024-06-20,1050,Sports,135,86,11571,cash,Los Angeles,CA,67.0
71,2024-10-18,1476,Toys,192,74,14244,credit_card,San Francisco,CA,67.0
72,2024-03-10,1524,Sports,67,160,10661,paypal,New York,NY,77.0
73,2024-06-18,1510,Grocery,119,0,2261,credit_card,Denver,CO,19.0
74,2024-02-17,1927,Toys,584,20,11881,paypal,Los Angeles,CA,77.0
75,2024-09-08,2745,Sports,295,0,1475,paypal,Phoenix,AZ,25.0
76,2024-06-23,1061,Electronics,1006,0,14084,paypal,New York,NY,27.0
77,2024-04-30,2631,Sports,1279,0,12790,credit_card,San Francisco,CA,31.0
78,2024-03-24,2235,Home,136,0,1088,credit_card,Seattle,WA,25.0
79,2024-07-25,2230,Beauty,85,0,425,paypal,Denver,CO,23.0
80,2024-09-02,2356,Home,458,0,5496,debit_card,Houston,TX,25.0
81,2024-12-10,1230,Grocery,54,0,486,debit_card,New York,NY,48.0
82,2024-06-08,2493,Fashion,338,0,4732,credit_card,Miami,FL,41.0
83,2024-02-28,1496,Sports,222,0,2886,credit_card,Chicago,IL,39.0
84,2024-10-31,2033,Home,652,0,8476,credit_card,Miami,FL,28.0
85,2024-08-18,2353,Home,488,27,13171,debit_card,New York,NY,79.0
86,2024-09-13,2207,Grocery,152,0,1216,credit_card,Chicago,IL,38.0
87,2024-02-05,1646,Home,645,0,12900,credit_card,Miami,FL,47.0
88,2024-04-24,1792,Sports,725,0,725,paypal,Miami,FL,26.0
89,2024-10-08,1953,Grocery,458,0,7786,credit_card,Chicago,IL,31.0
90,2024-10-31,1082,Toys,453,0,4530,paypal,Chicago,IL,32.0
91,2024-06-08,2452,Electronics,1125,10,11684,credit_card,San Francisco,CA,79.0
92,2024-10-21,1199,Fashion,374,0,2244,credit_card,New York,NY,29.0
93,2024-11-04,1917,Fashion,989,0,6923,credit_card,Los Angeles,CA,50.0
94,2024-05-21,2309,Home,309,0,6180,credit_card,Denver,CO,52.0
95,2024-11-24,1160,Home,1620,0,11340,debit_card,Seattle,WA,22.0
96,2024-04-15,2991,Sports,1940,0,7760,credit_card,New York,NY,40.0
97,2024-03-28,1754,Fashion,787,0,12592,credit_card,San Francisco,CA,23.0
98,2024-09-06,1031,Fashion,195,0,1755,credit_card,Houston,TX,29.0
99,2024-08-21,2317,Fashion,74,162,12044,debit_card,Boston,MA,60.0
100,2024-02-21,2115,Fashion,1013,0,4052,paypal,Miami,FL,53.0
101,2024-10-31,2280,Home,609,0,5481,credit_card,Houston,TX,49.0
102,2024-03-14,2502,Sports,337,0,2359,credit_card,Houston,TX,31.0
103,2024-10-21,1951,Grocery,250,51,12751,credit_card,Seattle,WA,57.0
104,2024-01-03,2653,Sports,307,48,14763,debit_card,Houston,TX,74.0
105,2024-10-18,1740,Toys,218,66,14355,credit_card,Chicago,IL,71.0
106,2024-10-15,2090,Grocery,149,0,1490,credit_card,Boston,MA,-999.0
107,2024-10-12,1317,Toys,125,84,10560,paypal,Miami,FL,60.0
108,2024-08-31,2239,Home,504,0,4536,credit_card,Miami,FL,33.0
109,2024-06-21,1523,Fashion,1022,13,12847,paypal,Boston,MA,72.0
110,2024-09-15,2393,Sports,723,0,7953,credit_card,,,47.0
111,2024-04-11,2602,Sports,1657,8,13266,paypal,Denver,CO,64.0
112,2024-10-12,2717,Home,1361,0,6805,credit_card,San Francisco,CA,51.0
113,2024-07-22,2858,Electronics,1475,8,11629,credit_card,Denver,CO,60.0
114,2024-06-16,1244,Fashion,66,172,11321,credit_card,Chicago,IL,76.0
115,2024-07-04,1275,Grocery,457,0,914,credit_card,Chicago,IL,26.0
116,2024-07-27,2852,Beauty,450,29,12989,debit_card,Phoenix,AZ,74.0
117,2024-01-14,1761,Beauty,458,0,8244,credit_card,Miami,FL,48.0
118,2024-02-21,1052,Home,423,0,8037,credit_card,Los Angeles,CA,26.0
119,2024-03-30,1573,Fashion,564,0,2820,paypal,Chicago,IL,45.0
120,2024-02-11,2672,Toys,989,0,3956,credit_card,New York,NY,21.0
121,2024-06-09,1709,Sports,386,0,3860,debit_card,Seattle,WA,52.0
122,2024-09-01,1153,Fashion,256,0,1792,debit_card,,,47.0
123,2024-08-27,2444,Fashion,410,0,1230,credit_card,Phoenix,AZ,42.0
124,2024-06-21,1389,Electronics,1947,0,31152,debit_card,Boston,MA,45.0
125,2024-11-08,1705,Grocery,86,140,12075,paypal,New York,NY,57.0
126,2024-07-25,1007,Grocery,226,64,14525,paypal,Los Angeles,CA,70.0
127,2024-01-29,2203,Electronics,773,0,15460,credit_card,Miami,FL,42.0
128,2024-10-06,1890,Fashion,476,0,952,credit_card,Phoenix,AZ,19.0
129,2024-07-29,2734,Sports,872,0,7848,paypal,New York,NY,53.0
130,2024-08-20,1668,Beauty,177,61,10818,debit_card,Los Angeles,CA,77.0
131,2024-07-25,1409,Grocery,191,0,2292,credit_card,Boston,MA,42.0
132,2024-07-21,1331,Fashion,482,0,964,credit_card,Miami,FL,25.0
133,2024-02-03,1400,Beauty,459,22,10205,debit_card,San Francisco,CA,74.0
134,2024-07-23,1902,Grocery,114,0,456,paypal,Houston,TX,44.0
135,2024-10-17,1174,Beauty,331,0,5958,paypal,Denver,CO,41.0
136,2024-04-21,1804,Fashion,258,0,4128,paypal,Denver,CO,36.0
137,2024-08-08,2709,Beauty,148,98,14499,credit_card,Houston,TX,64.0
138,2024-01-12,2535,Fashion,1139,0,9112,debit_card,Los Angeles,CA,27.0
139,2024-05-07,2274,Electronics,2437,6,14481,credit_card,Denver,CO,56.0
140,2024-06-08,2786,Beauty,108,0,1296,credit_card,Houston,TX,39.0
141,2024-12-25,2560,Beauty,282,0,1974,credit_card,Phoenix,AZ,42.0
142,2024-03-19,2305,Fashion,458,0,2748,paypal,Denver,CO,31.0
143,2024-04-11,2726,Sports,386,31,12084,credit_card,,,68.0
144,2024-05-29,1248,Fashion,922,0,922,credit_card,San Francisco,CA,46.0
145,2024-12-29,2636,Electronics,1326,10,13769,credit_card,Chicago,IL,76.0
146,2024-11-08,1590,Grocery,107,132,14229,credit_card,Los Angeles,CA,70.0
147,2024-01-13,2466,Electronics,464,24,11274,credit_card,Houston,TX,65.0
148,2024-03-26,2826,Sports,446,0,6690,credit_card,Phoenix,AZ,46.0
149,2024-10-27,1992,Electronics,1921,7,13272,credit_card,Los Angeles,CA,77.0
150,2024-01-22,1177,Toys,443,0,5759,credit_card,San Francisco,CA,54.0
151,2024-11-09,1740,Grocery,457,0,3656,paypal,Miami,FL,45.0
152,2024-04-12,1813,Toys,258,0,516,debit_card,Miami,FL,39.0
153,2024-12-01,2873,Toys,268,51,13686,paypal,Boston,MA,75.0
154,2024-04-17,2885,Beauty,84,0,1344,credit_card,Miami,FL,34.0
155,2024-06-07,2136,Grocery,457,26,11787,credit_card,Miami,FL,73.0
156,2024-08-30,2901,Grocery,36,1,45998,credit_card,Miami,FL,32.0
157,2024-02-16,1872,Home,125,118,14730,cash,,,66.0
158,2024-07-22,1822,Sports,256,0,1792,credit_card,Denver,CO,35.0
159,2024-07-03,2673,Beauty,817,18,14836,credit_card,Chicago,IL,70.0
160,2024-10-13,2334,Fashion,344,36,12434,paypal,Seattle,WA,70.0
161,2024-12-30,2044,Toys,364,29,10380,paypal,Chicago,IL,63.0
162,2024-08-31,1913,Electronics,972,15,14595,credit_card,Chicago,IL,80.0
163,2024-05-29,2411,Grocery,23,0,207,paypal,Denver,CO,50.0
164,2024-05-28,2506,Toys,646,20,12615,credit_card,Phoenix,AZ,70.0
165,2024-06-01,1981,Beauty,457,0,4570,credit_card,Boston,MA,52.0
166,2024-10-24,1063,Beauty,157,0,1727,credit_card,Boston,MA,20.0
167,2024-04-27,1203,Home,526,0,10520,cash,New York,NY,44.0
168,2024-03-02,1288,Sports,734,0,8808,credit_card,Phoenix,AZ,20.0
169,2026-05-12,1924,Grocery,55,196,10694,paypal,Chicago,IL,59.0
170,2024-01-09,2228,Home,126,0,378,credit_card,Houston,TX,27.0
171,2024-02-08,2607,Beauty,129,0,1806,debit_card,Chicago,IL,38.0
172,2024-02-02,1465,Fashion,235,58,13660,debit_card,Miami,FL,72.0
173,2024-10-09,2573,Toys,165,82,13436,paypal,Chicago,IL,64.0
174,2024-09-21,2332,Sports,1327,0,23886,paypal,Phoenix,AZ,39.0
175,2024-09-12,1103,Toys,116,0,580,paypal,Houston,TX,49.0
176,2024-06-18,1702,Beauty,459,0,1377,debit_card,Denver,CO,54.0
177,2024-09-19,1605,Fashion,485,0,3880,credit_card,Boston,MA,40.0
178,2024-02-29,2773,Home,1185,9,10699,cash,Houston,TX,65.0
179,2024-11-25,2842,Fashion,384,0,5376,credit_card,Los Angeles,CA,27.0
180,2024-07-02,2638,Toys,575,0,5750,credit_card,Boston,MA,44.0
181,2024-12-09,2056,Beauty,213,0,852,credit_card,Miami,FL,-999.0
182,2024-02-25,1985,Beauty,346,33,11374,credit_card,Seattle,WA,60.0
183,2024-07-01,1622,Fashion,129,111,14321,debit_card,New York,NY,58.0
184,2024-09-11,2545,Grocery,12,1258,14848,credit_card,New York,NY,68.0
185,2024-06-30,1172,Electronics,1983,0,25779,credit_card,Miami,FL,41.0
186,2024-06-12,1542,Electronics,2069,0,20690,paypal,Phoenix,AZ,32.0
187,2024-03-01,1270,Electronics,2144,0,6432,paypal,,,20.0
188,2024-05-19,1988,Grocery,64,187,12026,credit_card,New York,NY,72.0
189,2024-03-28,1599,Home,1810,0,25340,cash,Chicago,IL,38.0
190,2024-04-20,1394,Toys,211,50,10673,credit_card,Boston,MA,65.0
191,2024-09-07,1752,Beauty,342,0,2394,credit_card,Denver,CO,41.0
192,2024-08-18,2721,Beauty,393,0,1179,paypal,Boston,MA,38.0
193,2024-08-10,2116,Grocery,387,0,5805,debit_card,New York,NY,32.0
194,2024-05-12,2646,Electronics,1137,10,11760,paypal,New York,NY,67.0
195,2024-12-17,2827,Fashion,254,0,3810,credit_card,San Francisco,CA,36.0
196,2024-02-02,2804,Sports,184,0,2392,credit_card,Phoenix,AZ,36.0
197,2024-05-05,1702,Toys,1057,12,12539,credit_card,Phoenix,AZ,62.0
198,2024-02-13,2754,Toys,428,0,428,cash,Denver,CO,50.0
199,2024-05-04,2818,Sports,878,13,11502,credit_card,Los Angeles,CA,65.0
200,2024-12-18,2919,Fashion,5174,0,36218,credit_card,Los Angeles,CA,24.0
201,2024-05-14,1702,Electronics,1901,7,13057,credit_card,Miami,FL,78.0
202,2024-11-28,1456,Sports,216,0,2808,debit_card,Denver,CO,32.0
203,2024-06-30,2168,Home,470,0,3290,credit_card,Houston,TX,25.0
204,2024-09-13,2863,Sports,280,0,5040,paypal,Chicago,IL,24.0
205,2024-06-16,2801,Beauty,459,0,9180,credit_card,New York,NY,37.0
206,2024-04-07,2142,Sports,443,0,7531,credit_card,New York,NY,44.0
207,2024-10-06,1298,Toys,459,0,9180,credit_card,Houston,TX,22.0
208,2024-12-20,1844,Electronics,488,21,10040,credit_card,,,57.0
209,2024-04-06,2428,Toys,1092,13,14082,debit_card,Phoenix,AZ,56.0
210,2024-10-12,2120,Sports,776,18,14223,paypal,Los Angeles,CA,66.0
211,2024-04-05,1690,Electronics,1224,0,2448,credit_card,Miami,FL,19.0
212,2024-09-19,1685,Home,1008,0,14112,credit_card,San Francisco,CA,24.0
213,2024-10-15,1119,?,356,0,2848,credit_card,Los Angeles,CA,30.0
214,2024-06-13,1577,Grocery,122,0,2196,paypal,Miami,FL,45.0
215,2024-09-26,2338,Sports,1056,0,6336,cash,Seattle,WA,54.0
216,2024-04-09,1482,Grocery,109,0,654,paypal,Miami,FL,30.0
217,2024-01-30,2986,Home,940,0,7520,credit_card,New York,NY,
218,2024-02-05,1164,Fashion,789,0,7890,credit_card,Miami,FL,
219,2024-06-12,2177,Grocery,111,0,777,cash,Boston,MA,52.0
220,2024-11-26,1993,Home,468,0,7020,credit_card,Miami,FL,51.0
221,2024-02-16,2666,Toys,1039,13,13918,debit_card,San Francisco,CA,58.0
222,2024-06-15,2775,Home,375,31,11517,paypal,Boston,MA,65.0
223,2024-09-14,2086,Fashion,585,23,13162,paypal,Denver,CO,70.0
224,2024-03-15,2260,Sports,854,14,11827,debit_card,Miami,FL,78.0
225,2024-09-21,2397,Fashion,263,0,789,credit_card,Phoenix,AZ,42.0
226,2024-04-21,2041,Grocery,460,0,8280,paypal,San Francisco,CA,
227,2024-10-22,1369,Grocery,74,0,1258,credit_card,Miami,FL,35.0
228,2024-07-30,1857,Sports,412,0,8240,paypal,Seattle,WA,40.0
229,2024-07-19,1483,Sports,457,0,7769,credit_card,Seattle,WA,51.0
230,2024-03-05,1928,Electronics,873,14,11946,paypal,Houston,TX,56.0
231,2024-06-18,2230,Home,681,0,12258,paypal,Miami,FL,22.0
232,2024-11-09,1418,Electronics,4035,3,13546,credit_card,Phoenix,AZ,80.0
233,2024-01-08,1498,Beauty,386,0,5790,credit_card,Chicago,IL,20.0
234,2024-10-04,2645,Home,69,0,414,credit_card,Phoenix,AZ,43.0
235,2024-06-29,1755,Fashion,714,0,2142,paypal,Denver,CO,46.0
236,2024-09-20,1396,Beauty,156,0,1560,debit_card,Houston,TX,39.0
237,2024-08-30,2426,Toys,439,0,7463,credit_card,Miami,FL,31.0
238,2024-06-07,2433,Toys,302,0,3624,paypal,Phoenix,AZ,51.0
239,2024-04-22,2652,Electronics,1256,0,8792,paypal,Los Angeles,CA,18.0
240,2024-08-17,2519,Sports,563,25,14218,paypal,Houston,TX,64.0
241,2024-02-21,2983,Sports,600,0,7200,debit_card,Denver,CO,
242,2024-08-01,2149,Fashion,1253,11,14155,cash,Chicago,IL,66.0
243,2024-02-04,1573,Beauty,458,24,11155,paypal,Miami,FL,69.0
244,2024-08-25,2725,Grocery,233,57,13290,credit_card,San Francisco,CA,73.0
245,2024-08-18,1529,Home,1166,0,10494,cash,Chicago,IL,27.0
246,2024-01-31,1582,Fashion,729,16,11335,credit_card,Boston,MA,70.0
247,2024-10-04,2656,Fashion,102,0,1020,paypal,Miami,FL,53.0
248,2024-06-01,2763,Beauty,597,0,8955,paypal,Houston,TX,25.0
249,2024-10-15,1678,Electronics,1016,13,13142,debit_card,Chicago,IL,79.0
250,2024-01-16,2458,Grocery,173,68,11836,credit_card,Denver,CO,69.0
251,2024-03-06,2844,Beauty,112,0,448,credit_card,Chicago,IL,34.0
252,2024-06-29,2597,Sports,237,59,13950,credit_card,Denver,CO,74.0
253,2024-03-09,1009,Toys,1484,10,14687,debit_card,Miami,FL,64.0
254,2024-04-30,2329,Grocery,45,0,765,paypal,San Francisco,CA,46.0
255,2024-08-29,1339,Beauty,611,0,12220,credit_card,Los Angeles,CA,28.0
256,2024-02-22,2692,Home,604,19,11450,credit_card,New York,NY,64.0
257,2024-09-05,1134,Electronics,1047,14,14345,debit_card,Miami,FL,76.0
258,2024-02-07,2986,Toys,295,0,295,credit_card,Houston,TX,30.0
259,2024-03-05,1354,Home,194,0,776,credit_card,Seattle,WA,18.0
260,2024-08-03,1840,Electronics,1450,0,5800,credit_card,Phoenix,AZ,32.0
261,2024-10-17,1468,Grocery,460,0,6900,debit_card,Houston,TX,36.0
262,2024-03-03,2627,Sports,445,0,2225,debit_card,Boston,MA,41.0
263,2024-04-19,1786,Toys,641,21,13700,paypal,Seattle,WA,79.0
264,2024-12-04,2489,Home,674,19,12830,credit_card,Miami,FL,78.0
265,2024-12-28,1134,Electronics,448,28,12625,credit_card,Miami,FL,60.0
266,2024-07-31,1905,Electronics,2897,0,28970,paypal,Miami,FL,31.0
267,2026-11-02,2822,Fashion,425,0,5100,cash,Houston,TX,31.0
268,2024-05-06,2853,Electronics,950,0,2850,credit_card,,,23.0
269,2024-08-12,1417,Fashion,777,15,11597,paypal,Los Angeles,CA,67.0
270,2024-08-04,1788,Fashion,374,0,2992,paypal,Denver,CO,31.0
271,2024-04-17,1818,Sports,457,24,11016,paypal,San Francisco,CA,74.0
272,2024-01-09,2130,Toys,1339,8,10417,credit_card,Seattle,WA,55.0
273,2024-02-25,2074,Fashion,422,0,6752,credit_card,Chicago,IL,48.0
274,2024-12-16,1211,Sports,572,24,13562,credit_card,Denver,CO,76.0
275,2024-06-02,2525,Electronics,1060,0,11660,paypal,Seattle,WA,27.0
276,2024-06-25,1451,Fashion,1099,0,4396,paypal,San Francisco,CA,47.0
277,2024-06-19,1629,Grocery,64,0,768,credit_card,New York,NY,34.0
278,2024-10-13,2681,Grocery,28,0,56,credit_card,Houston,TX,29.0
279,2024-01-24,2379,Sports,355,31,11112,credit_card,Los Angeles,CA,77.0
280,2024-01-31,1793,Grocery,282,44,12477,debit_card,San Francisco,CA,56.0
281,2024-04-10,2824,Sports,1188,0,8316,paypal,Phoenix,AZ,28.0
282,2024-06-27,1788,Electronics,1195,0,5975,credit_card,Chicago,IL,24.0
283,2024-09-02,2130,Grocery,293,0,2344,debit_card,Miami,FL,37.0
284,2024-06-28,1491,Fashion,778,19,14450,credit_card,Chicago,IL,70.0
285,2024-06-10,1366,Toys,247,0,247,paypal,Phoenix,AZ,27.0
286,2024-12-09,1983,Toys,267,50,13356,paypal,Denver,CO,64.0
287,2024-02-28,2126,Fashion,556,0,7784,credit_card,Phoenix,AZ,24.0
288,2024-07-28,2611,Beauty,126,0,252,debit_card,Phoenix,AZ,39.0
289,2024-07-17,1781,Sports,613,0,4291,paypal,New York,NY,50.0
290,2024-06-22,2790,Fashion,547,0,10393,paypal,Phoenix,AZ,26.0
291,2024-10-22,2214,Fashion,459,0,5508,debit_card,Denver,CO,
292,2024-04-07,1140,Beauty,210,0,3150,credit_card,Denver,CO,34.0
293,2024-12-15,2478,Home,431,0,3879,credit_card,Denver,CO,20.0
294,2024-05-01,2149,Electronics,3336,0,56712,debit_card,Houston,TX,18.0
295,2024-07-18,1778,Grocery,22,0,396,credit_card,New York,NY,27.0
296,2024-07-09,1934,Fashion,458,24,10846,cash,Los Angeles,CA,65.0
297,2024-11-07,1603,Toys,208,0,3536,credit_card,Los Angeles,CA,20.0
298,2024-06-09,2228,Beauty,527,0,7905,paypal,New York,NY,49.0
299,2024-04-14,2133,Beauty,236,0,1180,credit_card,Boston,MA,19.0
300,2024-01-08,1894,Toys,1285,0,25700,credit_card,Seattle,WA,31.0
301,2024-05-13,1570,Toys,519,0,1038,credit_card,Boston,MA,29.0
302,2024-10-29,1797,Beauty,176,0,2112,debit_card,Chicago,IL,39.0
303,2024-01-04,1995,Grocery,118,115,13672,paypal,Miami,FL,64.0
304,2024-11-23,1943,Electronics,1104,0,13248,credit_card,New York,NY,44.0
305,2024-07-17,1618,Beauty,486,0,4374,credit_card,Boston,MA,18.0
306,2024-02-21,2163,Home,189,0,756,paypal,San Francisco,CA,27.0
307,2024-04-20,1453,Grocery,458,0,6870,debit_card,Los Angeles,CA,37.0
308,2024-07-21,2001,Electronics,2114,0,19026,credit_card,Houston,TX,35.0
309,2024-04-25,1243,Home,1465,0,16115,paypal,Phoenix,AZ,53.0
310,2024-02-09,1944,Home,94,0,188,credit_card,Seattle,WA,40.0
311,2024-08-31,2567,Toys,917,12,11074,credit_card,Seattle,WA,64.0
312,2024-09-03,2635,Electronics,1312,0,10496,credit_card,Chicago,IL,33.0
313,2024-02-13,2389,Electronics,325,0,6175,debit_card,,,
314,2024-04-12,2491,Sports,55,1,45819,credit_card,Seattle,WA,24.0
315,2024-03-30,1131,Grocery,29,484,13900,paypal,Miami,FL,80.0
316,2024-08-29,1682,Sports,601,17,10389,credit_card,Miami,FL,80.0
317,2024-09-24,2308,Sports,579,0,579,cash,Miami,FL,35.0
318,2024-09-23,2601,Toys,507,0,10140,credit_card,Phoenix,AZ,32.0
319,2024-12-09,2165,Sports,394,0,6304,credit_card,Seattle,WA,18.0
320,2024-10-08,2707,Fashion,176,61,10709,credit_card,Houston,TX,79.0
321,2024-04-27,1546,Toys,219,0,3723,credit_card,Los Angeles,CA,20.0
322,2024-02-09,1306,Electronics,1506,0,21084,credit_card,Houston,TX,18.0
323,2024-08-12,1172,Home,661,0,1322,paypal,Phoenix,AZ,24.0
324,2024-12-01,2165,Toys,162,0,1620,paypal,Chicago,IL,36.0
325,2024-12-22,2330,Fashion,879,17,14671,paypal,Los Angeles,CA,79.0
326,2024-03-25,1570,Electronics,892,0,10704,credit_card,Chicago,IL,28.0
327,2024-03-27,2567,Electronics,739,0,8868,paypal,Phoenix,AZ,53.0
328,2024-01-14,2478,Grocery,63,180,11401,credit_card,Phoenix,AZ,58.0
329,2024-02-21,1720,Fashion,1011,11,10753,debit_card,Chicago,IL,68.0
330,2024-07-22,1477,Electronics,1318,0,23724,debit_card,Chicago,IL,
331,2024-07-19,2484,Beauty,457,24,11075,credit_card,Seattle,WA,80.0
332,2024-05-15,2342,Sports,1281,9,11806,credit_card,Los Angeles,CA,59.0
333,2024-04-23,1341,Sports,3398,4,14189,paypal,San Francisco,CA,71.0
334,2024-10-30,1510,Grocery,116,0,232,credit_card,Chicago,IL,38.0
335,2024-06-17,1971,Fashion,1147,0,13764,debit_card,Phoenix,AZ,43.0
336,2024-10-22,2022,Toys,700,15,10763,paypal,San Francisco,CA,64.0
337,2024-12-18,1331,Beauty,458,22,10079,credit_card,Chicago,IL,73.0
338,2024-04-26,2897,Toys,312,0,1560,credit_card,Phoenix,AZ,18.0
339,2024-03-15,1777,Home,459,0,7344,credit_card,Phoenix,AZ,45.0
340,2024-12-14,1762,Toys,259,55,14325,paypal,Seattle,WA,68.0
341,2024-08-20,1121,Beauty,459,0,459,credit_card,San Francisco,CA,25.0
342,2024-04-16,2751,Electronics,1062,0,5310,credit_card,Seattle,WA,40.0
343,2024-08-15,1470,Home,302,0,4530,credit_card,Houston,TX,52.0
344,2024-07-07,2973,Toys,243,0,1458,cash,Houston,TX,23.0
345,2024-11-27,1992,Electronics,2244,5,11498,paypal,Miami,FL,75.0
346,2024-04-03,2749,Grocery,89,0,356,debit_card,Los Angeles,CA,41.0
347,2024-12-28,1358,Electronics,330,31,10385,cash,Miami,FL,67.0
348,2024-12-08,1331,Grocery,54,0,270,debit_card,Houston,TX,44.0
